id,Action
411,0.999
412,0.931
413,1
414,1
415,1
416,0.77
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,0.999
425,1
426,0.981
427,1
428,1
429,1
430,0.999
431,1
432,1
433,1
434,1
435,0.623
436,1
437,1
438,0.011
439,1
440,0.527
441,1
442,1
443,1
444,1
445,0.999
446,1
447,1
448,1
449,0.994
450,0.994
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,0.999
459,1
460,0.776
461,1
462,1
463,1
464,0.999
465,0.988
466,1
467,0.716
468,1
469,1
470,0.99
471,1
472,1
473,1
474,0.978
475,0.988
476,1
477,1
478,0.999
479,0.999
480,1
481,1
482,0.982
483,1
484,0.605
485,0.999
486,0.343
487,1
488,1
489,0.998
490,1
491,1
492,1
493,1
494,0.993
495,0.987
496,1
497,1
498,1
499,1
500,1
501,0.999
502,0.687
503,0.948
504,1
505,1
506,1
507,1
508,1
509,0.999
510,0.832
511,1
512,1
513,1
514,0.169
515,1
516,0.996
517,1
518,0.974
519,1
520,1
521,1
522,0.996
523,1
524,0.689
525,0.086
526,0.987
527,1
528,0.999
529,1
530,1
531,0.961
532,1
533,1
534,1
535,1
536,0.999
537,1
538,1
539,1
540,0.712
541,1
542,1
543,0.117
544,1
545,1
546,1
547,0.988
548,0.87
549,0.454
550,0.204
551,0.89
552,0.563
553,1
554,1
555,1
556,1
557,1
558,0.972
559,1
560,0.997
561,1
562,1
563,1
564,0.772
565,1
566,1
567,1
568,1
569,1
570,1
571,0.146
572,1
573,0.992
574,0.02
575,1
576,1
577,0.997
578,0.998
579,0.322
580,0.999
581,1
582,0.999
583,1
584,0.812
585,1
586,0.954
587,0.953
588,1
589,1
590,0.991
591,0.916
592,1
593,1
594,1
595,1
596,0.999
597,1
598,0.997
599,1
600,0.693
601,0.999
602,1
603,1
604,1
605,1
606,0.998
607,1
608,1
609,1
610,0.994
611,1
612,1
613,1
614,0.835
615,0.97
616,0.125
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,0.618
625,0.404
626,1
627,1
628,1
629,0.999
630,1
631,1
632,0.719
633,1
634,1
635,0.973
636,0.988
637,0.991
638,1
639,0.999
640,1
641,1
642,1
643,1
644,0.974
645,1
646,1
647,1
648,0.985
649,1
650,0.699
651,0.994
652,0.999
653,0.154
654,0.999
655,0.899
656,1
657,1
658,1
659,1
660,0.754
661,1
662,1
663,1
664,1
665,0.988
666,0.667
667,0.997
668,0.93
669,0.375
670,0.976
671,1
672,1
673,0.88
674,1
675,1
676,1
677,1
678,1
679,1
680,0.999
681,0.013
682,0.906
683,1
684,1
685,0.991
686,1
687,1
688,1
689,1
690,0.999
691,1
692,1
693,0.999
694,1
695,1
696,0.999
697,1
698,1
699,1
700,1
701,1
702,1
703,0.999
704,1
705,0.96
706,1
707,0.6
708,1
709,0.868
710,0.996
711,0.871
712,1
713,1
714,1
715,0.996
716,0.234
717,1
718,1
719,0.999
720,1
721,1
722,0.998
723,0.999
724,1
725,1
726,0.961
727,1
728,1
729,0.297
730,1
731,1
732,1
733,1
734,1
735,1
736,0.829
737,1
738,0.993
739,0.999
740,1
741,0.999
742,1
743,0.981
744,1
745,1
746,1
747,1
748,1
749,0.995
750,1
751,1
752,0.996
753,1
754,0.99
755,1
756,0.112
757,1
758,1
759,1
760,1
761,1
762,1
763,0.912
764,0.983
765,1
766,1
767,1
768,1
769,0.948
770,1
771,1
772,1
773,0.998
774,1
775,0.993
776,1
777,0.524
778,1
779,1
780,0.385
781,0.181
782,1
783,1
784,1
785,0.963
786,0.96
787,1
788,1
789,1
790,0.944
791,0.999
792,1
793,0.386
794,0.616
795,1
796,1
797,1
798,0.772
799,1
800,1
801,1
802,1
803,0.912
804,1
805,1
806,1
807,0.553
808,1
809,1
810,1
811,1
812,0.735
813,1
814,1
815,0.107
816,1
817,1
818,1
819,1
820,0.17
821,1
822,1
823,0.998
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,0.52
832,1
833,1
834,1
835,1
836,0.097
837,0.997
838,1
839,1
840,1
841,0.335
842,1
843,1
844,1
845,1
846,0.99
847,1
848,1
849,0.994
850,0.023
851,1
852,0.998
853,1
854,0
855,1
856,1
857,0.355
858,1
859,1
860,1
861,1
862,1
863,1
864,0.994
865,0.01
866,1
867,0.999
868,0.985
869,0.919
870,1
871,1
872,1
873,0.994
874,0.994
875,1
876,0.918
877,1
878,0.999
879,1
880,1
881,0.635
882,1
883,1
884,0.982
885,1
886,1
887,0.398
888,1
889,1
890,1
891,0.999
892,0.998
893,0.193
894,1
895,1
896,0.606
897,0.992
898,0.979
899,0.191
900,1
901,1
902,1
903,0.999
904,1
905,1
906,1
907,1
908,0.999
909,0.997
910,0.985
911,0.771
912,1
913,1
914,1
915,0.984
916,0.976
917,1
918,1
919,1
920,1
921,0.969
922,0.972
923,0.999
924,1
925,0.999
926,0.999
927,1
928,0.969
929,1
930,1
931,1
932,1
933,1
934,1
935,0.999
936,1
937,1
938,1
939,1
940,0.993
941,1
942,1
943,0.426
944,1
945,1
946,1
947,1
948,1
949,1
950,0.34
951,0.985
952,0.863
953,0.998
954,1
955,0.689
956,0.001
957,1
958,1
959,0.089
960,1
961,0.994
962,1
963,1
964,0.999
965,1
966,0.707
967,1
968,0.119
969,1
970,0.965
971,1
972,1
973,1
974,1
975,0.999
976,1
977,1
978,0.952
979,0.997
980,0.476
981,1
982,0.999
983,1
984,0.005
985,1
986,1
987,1
988,1
989,0.993
990,0.922
991,0.068
992,1
993,1
994,0.999
995,1
996,1
997,0.99
998,1
999,1
1000,0.999
1001,0.998
1002,1
1003,0.894
1004,1
1005,0.549
1006,1
1007,0.999
1008,0.999
1009,1
1010,1
1011,1
1012,0.982
1013,1
1014,1
1015,1
1016,1
1017,0.199
1018,0.999
1019,0.952
1020,0.996
1021,1
1022,0.891
1023,1
1024,0.995
1025,0.457
1026,0.758
1027,1
1028,0.96
1029,1
1030,1
1031,0.999
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,0.99
1039,1
1040,0.957
1041,1
1042,0.994
1043,0.968
1044,0.708
1045,0.918
1046,1
1047,1
1048,1
1049,1
1050,0.994
1051,0.999
1052,1
1053,1
1054,0.823
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,0.991
1062,1
1063,0.996
1064,1
1065,1
1066,1
1067,1
1068,0.998
1069,1
1070,1
1071,0.91
1072,0.998
1073,0.975
1074,0.993
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0.397
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0.981
1088,1
1089,1
1090,1
1091,1
1092,0.946
1093,0.997
1094,0.998
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0.999
1103,1
1104,0.083
1105,1
1106,1
1107,1
1108,0.924
1109,1
1110,1
1111,1
1112,0.767
1113,1
1114,0.871
1115,0.993
1116,0.999
1117,1
1118,0.518
1119,0.321
1120,1
1121,0.969
1122,0.903
1123,1
1124,0.804
1125,0.999
1126,1
1127,1
1128,1
1129,1
1130,0.999
1131,0.428
1132,1
1133,1
1134,1
1135,0.499
1136,0.96
1137,1
1138,0.999
1139,0.997
1140,1
1141,1
1142,1
1143,1
1144,0.999
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,0.11
1155,1
1156,1
1157,0.741
1158,0.973
1159,1
1160,0.994
1161,1
1162,1
1163,1
1164,1
1165,1
1166,0.581
1167,0.998
1168,1
1169,1
1170,0.252
1171,1
1172,0.998
1173,0.993
1174,0.883
1175,0.996
1176,0.999
1177,1
1178,1
1179,0.999
1180,0.036
1181,1
1182,0.936
1183,0.997
1184,1
1185,1
1186,0.979
1187,1
1188,0.035
1189,0.977
1190,0.999
1191,1
1192,1
1193,1
1194,1
1195,1
1196,0.777
1197,1
1198,0.999
1199,1
1200,1
1201,0.999
1202,1
1203,1
1204,1
1205,1
1206,1
1207,0.992
1208,1
1209,0.866
1210,0.709
1211,1
1212,1
1213,0.885
1214,0.996
1215,1
1216,0.979
1217,0.689
1218,1
1219,0.991
1220,0.991
1221,1
1222,1
1223,1
1224,0.99
1225,1
1226,1
1227,0.911
1228,1
1229,0.996
1230,1
1231,0.999
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,0.992
1239,1
1240,1
1241,1
1242,0.995
1243,0.984
1244,1
1245,1
1246,0.971
1247,1
1248,1
1249,1
1250,1
1251,0.716
1252,0.84
1253,1
1254,1
1255,1
1256,1
1257,0.28
1258,1
1259,1
1260,1
1261,1
1262,0.999
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0.953
1270,1
1271,0.997
1272,1
1273,1
1274,0.944
1275,0.971
1276,1
1277,0.891
1278,1
1279,0.996
1280,0.966
1281,1
1282,0.849
1283,1
1284,1
1285,1
1286,1
1287,0.381
1288,1
1289,0.602
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,0.994
1300,0.256
1301,0.943
1302,1
1303,1
1304,1
1305,0.408
1306,1
1307,1
1308,1
1309,1
1310,1
1311,0.999
1312,1
1313,0.303
1314,0.998
1315,0.993
1316,1
1317,1
1318,1
1319,1
1320,0.831
1321,0.956
1322,0.999
1323,1
1324,1
1325,1
1326,0.969
1327,0.945
1328,0.999
1329,0.999
1330,1
1331,1
1332,1
1333,0.995
1334,0.999
1335,0.995
1336,1
1337,1
1338,0.999
1339,0.151
1340,1
1341,1
1342,0.993
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0.996
1349,1
1350,0.999
1351,1
1352,1
1353,0.993
1354,1
1355,0.986
1356,1
1357,0.412
1358,0.984
1359,0.002
1360,0.064
1361,1
1362,0.996
1363,1
1364,0.99
1365,1
1366,0.797
1367,1
1368,0.997
1369,1
1370,0.999
1371,1
1372,1
1373,1
1374,1
1375,1
1376,0.994
1377,1
1378,1
1379,0.608
1380,0.999
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0.998
1388,0.398
1389,1
1390,0.999
1391,0.001
1392,1
1393,0.98
1394,0.998
1395,0.916
1396,1
1397,0.993
1398,1
1399,1
1400,1
1401,1
1402,0.999
1403,1
1404,0.982
1405,0.967
1406,0.967
1407,0.997
1408,1
1409,1
1410,0.999
1411,1
1412,1
1413,0.063
1414,0.858
1415,0.408
1416,1
1417,1
1418,1
1419,1
1420,0.999
1421,1
1422,0.999
1423,1
1424,1
1425,1
1426,0.999
1427,1
1428,0.767
1429,0.012
1430,1
1431,0.957
1432,1
1433,0.732
1434,0.994
1435,0.673
1436,1
1437,1
1438,1
1439,0.995
1440,0.999
1441,1
1442,1
1443,1
1444,0.999
1445,1
1446,1
1447,1
1448,0.999
1449,1
1450,0.994
1451,1
1452,1
1453,1
1454,0.997
1455,0.981
1456,1
1457,1
1458,1
1459,0.998
1460,0.999
1461,1
1462,0.007
1463,1
1464,0.977
1465,0.999
1466,1
1467,1
1468,1
1469,0.997
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0.993
1478,0.993
1479,1
1480,1
1481,1
1482,0.111
1483,1
1484,1
1485,1
1486,0.999
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0.957
1494,0.965
1495,0.992
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0.042
1503,0.999
1504,1
1505,1
1506,0.993
1507,1
1508,0.289
1509,1
1510,1
1511,1
1512,1
1513,0.979
1514,1
1515,0.989
1516,0.833
1517,0.041
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0.991
1525,1
1526,1
1527,0.997
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,0.999
1536,0.999
1537,0.999
1538,1
1539,1
1540,0.998
1541,1
1542,1
1543,0.927
1544,0.982
1545,0.999
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,0.997
1558,1
1559,1
1560,0.335
1561,1
1562,0.025
1563,0.958
1564,0.999
1565,1
1566,0.984
1567,1
1568,0.293
1569,1
1570,1
1571,0.151
1572,1
1573,0.018
1574,1
1575,0.999
1576,0.84
1577,1
1578,0.305
1579,0.958
1580,0.167
1581,0.999
1582,0.999
1583,0.999
1584,1
1585,0.964
1586,0.714
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,0.999
1594,1
1595,0.013
1596,0.996
1597,1
1598,0.999
1599,0.063
1600,0.998
1601,1
1602,1
1603,1
1604,1
1605,0.98
1606,1
1607,0.973
1608,0.798
1609,1
1610,0.999
1611,1
1612,1
1613,1
1614,0.641
1615,1
1616,1
1617,0.112
1618,0.997
1619,1
1620,0.94
1621,0.977
1622,0.313
1623,1
1624,1
1625,1
1626,1
1627,0.052
1628,1
1629,1
1630,1
1631,0.999
1632,1
1633,1
1634,1
1635,0.958
1636,0.931
1637,0.994
1638,0.997
1639,0.383
1640,1
1641,1
1642,0.081
1643,1
1644,1
1645,0.412
1646,0.997
1647,1
1648,1
1649,1
1650,1
1651,1
1652,0.999
1653,1
1654,1
1655,0.986
1656,1
1657,1
1658,1
1659,0.998
1660,1
1661,1
1662,1
1663,1
1664,1
1665,0.318
1666,0.998
1667,0.42
1668,1
1669,1
1670,1
1671,0.046
1672,0.999
1673,1
1674,0.998
1675,0.044
1676,0.048
1677,1
1678,0.999
1679,1
1680,1
1681,0.998
1682,0.997
1683,0.996
1684,1
1685,0.999
1686,1
1687,0.994
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0.74
1695,0.999
1696,1
1697,0.986
1698,0.901
1699,0.999
1700,1
1701,1
1702,1
1703,0.574
1704,0.998
1705,1
1706,0.98
1707,0.998
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0.506
1714,1
1715,0.984
1716,1
1717,0.135
1718,0.09
1719,1
1720,0.713
1721,0.992
1722,1
1723,1
1724,0.997
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0.992
1732,0.999
1733,1
1734,1
1735,0.999
1736,1
1737,1
1738,1
1739,0.898
1740,1
1741,0.993
1742,1
1743,1
1744,1
1745,0.998
1746,1
1747,0.429
1748,1
1749,1
1750,0.999
1751,1
1752,1
1753,1
1754,1
1755,1
1756,0.997
1757,1
1758,0.997
1759,0.999
1760,0.994
1761,0.487
1762,0.979
1763,1
1764,1
1765,1
1766,1
1767,1
1768,0.418
1769,0.999
1770,1
1771,0.995
1772,1
1773,1
1774,0.901
1775,1
1776,0.997
1777,1
1778,0.922
1779,1
1780,0.842
1781,1
1782,0.63
1783,1
1784,1
1785,0.985
1786,1
1787,0.988
1788,1
1789,1
1790,1
1791,0.083
1792,1
1793,0.999
1794,0.999
1795,1
1796,0.772
1797,0.975
1798,1
1799,1
1800,1
1801,1
1802,0.999
1803,0.681
1804,1
1805,0.402
1806,0.286
1807,1
1808,0.999
1809,1
1810,1
1811,1
1812,1
1813,0.124
1814,0.115
1815,1
1816,1
1817,0.772
1818,0.998
1819,1
1820,1
1821,1
1822,1
1823,1
1824,0.522
1825,1
1826,0.998
1827,1
1828,1
1829,1
1830,0.961
1831,1
1832,1
1833,1
1834,1
1835,0.999
1836,1
1837,1
1838,0.153
1839,1
1840,0.987
1841,0.179
1842,1
1843,1
1844,0.942
1845,1
1846,1
1847,0.998
1848,1
1849,1
1850,1
1851,0.644
1852,1
1853,0.858
1854,0.993
1855,1
1856,1
1857,1
1858,0.021
1859,1
1860,0.272
1861,0.998
1862,1
1863,0.984
1864,1
1865,1
1866,1
1867,1
1868,1
1869,0.995
1870,0.878
1871,1
1872,1
1873,0.11
1874,0.923
1875,0.066
1876,1
1877,1
1878,0.526
1879,0.999
1880,0.997
1881,1
1882,1
1883,0.41
1884,0.691
1885,0.501
1886,0.999
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0.999
1894,1
1895,1
1896,0.97
1897,1
1898,1
1899,0.601
1900,0.968
1901,0.503
1902,0.999
1903,1
1904,1
1905,0.715
1906,1
1907,1
1908,0.106
1909,0.994
1910,1
1911,1
1912,1
1913,0.999
1914,1
1915,0.964
1916,1
1917,1
1918,1
1919,0.322
1920,1
1921,0.849
1922,0.998
1923,1
1924,0.964
1925,1
1926,0.384
1927,1
1928,1
1929,1
1930,0.323
1931,1
1932,0.92
1933,1
1934,1
1935,1
1936,1
1937,1
1938,0.912
1939,0.976
1940,0.933
1941,1
1942,0.999
1943,0.93
1944,0.99
1945,0.997
1946,1
1947,0.233
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,0.987
1955,1
1956,1
1957,0.588
1958,1
1959,0.999
1960,1
1961,0.999
1962,1
1963,0.926
1964,0.999
1965,0.999
1966,0.993
1967,1
1968,0.16
1969,0.179
1970,1
1971,0.015
1972,1
1973,1
1974,0.996
1975,1
1976,1
1977,1
1978,0.982
1979,1
1980,1
1981,0.999
1982,1
1983,0.121
1984,1
1985,1
1986,0.998
1987,0.247
1988,1
1989,1
1990,0.527
1991,0.948
1992,0.997
1993,1
1994,1
1995,1
1996,0.996
1997,1
1998,1
1999,0.985
2000,0.992
2001,0.889
2002,1
2003,0.998
2004,1
2005,1
2006,0.999
2007,1
2008,0.283
2009,1
2010,0.97
2011,1
2012,1
2013,1
2014,0.979
2015,1
2016,0.919
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0.752
2023,0.999
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,0.377
2031,1
2032,1
2033,1
2034,0.676
2035,0.641
2036,1
2037,1
2038,0.976
2039,1
2040,1
2041,1
2042,0.513
2043,1
2044,0.556
2045,1
2046,0.997
2047,1
2048,0.999
2049,1
2050,1
2051,1
2052,0.977
2053,1
2054,1
2055,0.999
2056,0.999
2057,0.997
2058,1
2059,1
2060,0.402
2061,1
2062,0.999
2063,1
2064,1
2065,1
2066,1
2067,0.711
2068,0.999
2069,1
2070,1
2071,0.999
2072,1
2073,1
2074,0.998
2075,0.081
2076,0.999
2077,1
2078,0.991
2079,0.999
2080,0.999
2081,1
2082,1
2083,0.98
2084,0.787
2085,1
2086,1
2087,0.984
2088,1
2089,0.913
2090,1
2091,0.998
2092,1
2093,0.988
2094,0.999
2095,0.998
2096,1
2097,1
2098,0.261
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,0.999
2106,1
2107,0.999
2108,1
2109,1
2110,1
2111,1
2112,0.972
2113,1
2114,1
2115,0.995
2116,1
2117,0.891
2118,1
2119,1
2120,0.872
2121,0.204
2122,1
2123,1
2124,0.999
2125,1
2126,0.999
2127,1
2128,1
2129,1
2130,0.999
2131,1
2132,0.596
2133,1
2134,1
2135,1
2136,1
2137,1
2138,0.991
2139,0.997
2140,1
2141,1
2142,0.999
2143,0.992
2144,0.928
2145,1
2146,0.358
2147,0.832
2148,0.981
2149,1
2150,1
2151,0.532
2152,0.999
2153,0.994
2154,0.981
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,0.995
2162,0.307
2163,0.981
2164,1
2165,0.999
2166,0.204
2167,1
2168,1
2169,1
2170,1
2171,0.999
2172,0.999
2173,0.991
2174,1
2175,0.939
2176,0.999
2177,1
2178,0.999
2179,1
2180,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,0.999
2190,1
2191,1
2192,0.999
2193,1
2194,1
2195,1
2196,0.999
2197,1
2198,0.999
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,0.651
2207,0.996
2208,1
2209,1
2210,1
2211,0.977
2212,1
2213,1
2214,1
2215,1
2216,1
2217,0.983
2218,1
2219,0.986
2220,1
2221,1
2222,0.996
2223,1
2224,1
2225,1
2226,1
2227,0.957
2228,1
2229,1
2230,0.344
2231,1
2232,1
2233,0.019
2234,0.998
2235,1
2236,1
2237,0.03
2238,1
2239,1
2240,0.03
2241,0.902
2242,1
2243,0.999
2244,0.855
2245,1
2246,0.963
2247,0.81
2248,1
2249,1
2250,0.999
2251,0.999
2252,0.998
2253,0.877
2254,1
2255,1
2256,0.333
2257,1
2258,0.041
2259,1
2260,0.999
2261,0.999
2262,1
2263,1
2264,0.999
2265,0.991
2266,0.203
2267,0.998
2268,0.998
2269,0.541
2270,1
2271,1
2272,0.998
2273,1
2274,0.998
2275,0.932
2276,1
2277,1
2278,1
2279,1
2280,0.734
2281,1
2282,1
2283,1
2284,0.923
2285,1
2286,1
2287,0.999
2288,1
2289,1
2290,1
2291,0.998
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,0.999
2299,0.996
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,0.498
2307,0.963
2308,1
2309,0.844
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,0.999
2320,1
2321,1
2322,1
2323,1
2324,0.204
2325,1
2326,0.999
2327,1
2328,1
2329,0.995
2330,1
2331,1
2332,1
2333,1
2334,1
2335,0.479
2336,0.567
2337,0.73
2338,0.996
2339,1
2340,0.325
2341,0.995
2342,0.949
2343,1
2344,1
2345,1
2346,0.965
2347,1
2348,0.996
2349,0.923
2350,1
2351,1
2352,0.996
2353,1
2354,1
2355,0.686
2356,1
2357,0.783
2358,0.541
2359,1
2360,1
2361,0.432
2362,1
2363,1
2364,1
2365,0.007
2366,1
2367,0.999
2368,1
2369,1
2370,0.999
2371,1
2372,0.846
2373,1
2374,1
2375,0.083
2376,1
2377,1
2378,1
2379,1
2380,0.999
2381,1
2382,1
2383,0.966
2384,0.043
2385,0.92
2386,0.006
2387,0.999
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,0.975
2402,1
2403,1
2404,1
2405,0.745
2406,0.267
2407,1
2408,0.003
2409,1
2410,1
2411,1
2412,1
2413,0.989
2414,0.999
2415,1
2416,1
2417,1
2418,1
2419,0.999
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0.998
2426,0.999
2427,1
2428,1
2429,0.995
2430,0.243
2431,0.825
2432,1
2433,1
2434,0.996
2435,0.999
2436,1
2437,1
2438,0.998
2439,1
2440,1
2441,0.999
2442,1
2443,1
2444,0.999
2445,1
2446,1
2447,0.121
2448,0.824
2449,1
2450,1
2451,1
2452,0.854
2453,0.998
2454,0.998
2455,0.985
2456,1
2457,0.999
2458,1
2459,0.932
2460,0.999
2461,1
2462,1
2463,0.998
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,0.725
2471,1
2472,0.989
2473,1
2474,1
2475,1
2476,0.994
2477,0.973
2478,1
2479,0.939
2480,1
2481,0.995
2482,1
2483,1
2484,0.999
2485,1
2486,1
2487,1
2488,1
2489,0.1
2490,1
2491,1
2492,0.982
2493,1
2494,1
2495,1
2496,1
2497,0.906
2498,0.965
2499,1
2500,0.998
2501,1
2502,1
2503,1
2504,1
2505,0.889
2506,0.985
2507,0.071
2508,1
2509,1
2510,1
2511,1
2512,1
2513,0.503
2514,1
2515,1
2516,0.999
2517,0.544
2518,0.987
2519,1
2520,1
2521,1
2522,0.997
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,1
2530,0.601
2531,1
2532,1
2533,0.826
2534,1
2535,1
2536,1
2537,1
2538,0.999
2539,0.999
2540,1
2541,1
2542,0.473
2543,0.999
2544,1
2545,0.999
2546,1
2547,1
2548,0.403
2549,0.762
2550,0.999
2551,1
2552,1
2553,0.994
2554,1
2555,0.002
2556,1
2557,1
2558,0.999
2559,0.152
2560,1
2561,0.736
2562,0.991
2563,0.999
2564,0.972
2565,1
2566,1
2567,1
2568,0.388
2569,1
2570,1
2571,0.843
2572,0.953
2573,1
2574,1
2575,0.288
2576,0.993
2577,1
2578,0.065
2579,1
2580,0.995
2581,1
2582,1
2583,1
2584,1
2585,1
2586,0.725
2587,1
2588,1
2589,0.183
2590,1
2591,0.945
2592,1
2593,0.003
